Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel;67.99;7;237965;4997265;17/02/2019;16:50:00;Ewallet;4761904762;237965;5.7
471-06-8611;C;Naypyitaw;Normal;Female;Food and beverages;52.42;1;2621;55041;06/02/2019;10:22:00;Credit card;4761904762;2621;6.3
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;65.65;2;6565;137865;17/01/2019;16:46:00;Cash;4761904762;6565;6.0
120-54-2248;B;Mandalay;Normal;Female;Food and beverages;28.86;5;7215;151515;22/01/2019;18:08:00;Credit card;4761904762;7215;8.0
102-77-2261;C;Naypyitaw;Member;Male;Health and beauty;65.31;7;228585;4800285;05/03/2019;18:02:00;Credit card;4761904762;228585;4.2
875-31-8302;B;Mandalay;Normal;Male;Sports and travel;93.38;1;4669;98049;03/01/2019;13:07:00;Cash;4761904762;4669;9.6
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;25.25;5;63125;1325625;20/03/2019;17:52:00;Cash;4761904762;63125;6.1
457-94-0464;B;Mandalay;Member;Male;Electronic accessories;87.87;9;395415;8303715;31/01/2019;20:32:00;Ewallet;4761904762;395415;5.6
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty;21.8;8;8.72;183.12;19/02/2019;19:24:00;Cash;4761904762;8.72;8.3
534-53-3526;A;Yangon;Normal;Female;Sports and travel;94.76;4;18952;397992;11/02/2019;16:06:00;Ewallet;4761904762;18952;7.8
307-04-2070;A;Yangon;Member;Female;Fashion accessories;30.62;1;1531;32151;05/02/2019;14:14:00;Credit card;4761904762;1531;4.1
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle;44.01;8;17604;369684;03/03/2019;17:36:00;Cash;4761904762;17604;8.8
516-77-6464;C;Naypyitaw;Member;Female;Health and beauty;10.16;5;2.54;53.34;24/02/2019;13:08:00;Ewallet;4761904762;2.54;4.1
404-91-5964;A;Yangon;Normal;Male;Electronic accessories;74.58;7;26103;548163;04/02/2019;16:09:00;Credit card;4761904762;26103;9.0
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories;71.89;8;28756;603876;19/02/2019;11:33:00;Ewallet;4761904762;28756;5.5
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty;10.99;5;27475;576975;23/01/2019;10:18:00;Credit card;4761904762;27475;9.3
704-10-4056;C;Naypyitaw;Member;Male;Health and beauty;60.47;3;90705;1904805;14/01/2019;10:55:00;Credit card;4761904762;90705;5.6
497-37-6538;A;Yangon;Normal;Male;Sports and travel;58.91;7;206185;4329885;17/01/2019;15:15:00;Ewallet;4761904762;206185;9.7
651-96-5970;A;Yangon;Normal;Male;Fashion accessories;46.41;1;23205;487305;03/03/2019;20:06:00;Credit card;4761904762;23205;4.0
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty;68.55;4;13.71;287.91;15/02/2019;20:21:00;Credit card;4761904762;13.71;9.2
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle;97.37;10;48685;1022385;15/01/2019;13:48:00;Credit card;4761904762;48685;4.9
263-12-5321;A;Yangon;Member;Male;Electronic accessories;92.6;7;32.41;680.61;27/02/2019;12:52:00;Credit card;4761904762;32.41;9.3
702-72-0487;A;Yangon;Normal;Female;Electronic accessories;46.61;2;4661;97881;26/02/2019;12:28:00;Credit card;4761904762;4661;6.6
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories;27.18;2;2718;57078;15/03/2019;16:26:00;Ewallet;4761904762;2718;4.3
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;60.87;1;30435;639135;24/01/2019;13:24:00;Cash;4761904762;30435;5.5
864-24-7918;A;Yangon;Member;Female;Sports and travel;24.49;10;12245;257145;22/02/2019;15:15:00;Cash;4761904762;12245;8.1
359-94-5395;B;Mandalay;Normal;Male;Health and beauty;92.78;1;4639;97419;15/03/2019;10:50:00;Credit card;4761904762;4639;9.8
401-09-4232;C;Naypyitaw;Member;Male;Home and lifestyle;86.69;5;216725;4551225;11/02/2019;18:38:00;Ewallet;4761904762;216725;9.4
751-15-6198;B;Mandalay;Normal;Male;Sports and travel;23.01;6;6903;144963;12/01/2019;16:45:00;Ewallet;4761904762;6903;7.9
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories;30.2;8;12.08;253.68;03/03/2019;19:30:00;Ewallet;4761904762;12.08;5.1
474-33-8305;C;Naypyitaw;Member;Male;Fashion accessories;67.39;7;235865;4953165;23/03/2019;13:23:00;Ewallet;4761904762;235865;6.9
759-29-9521;A;Yangon;Member;Female;Fashion accessories;48.96;9;22032;462672;04/03/2019;11:27:00;Cash;4761904762;22032;8.0
831-81-6575;B;Mandalay;Member;Female;Electronic accessories;75.59;9;340155;7143255;23/02/2019;11:12:00;Cash;4761904762;340155;8.0
220-68-6701;A;Yangon;Normal;Female;Home and lifestyle;77.47;4;15494;325374;17/03/2019;16:36:00;Cash;4761904762;15494;4.2
618-34-8551;A;Yangon;Normal;Female;Sports and travel;93.18;2;9318;195678;16/01/2019;18:41:00;Credit card;4761904762;9318;8.5
257-60-7754;A;Yangon;Normal;Female;Electronic accessories;50.23;4;10046;210966;08/01/2019;17:12:00;Cash;4761904762;10046;9.0
559-61-5987;B;Mandalay;Normal;Female;Health and beauty;17.75;1;0.8875;186375;14/01/2019;10:38:00;Cash;4761904762;0.8875;8.6
189-55-2313;C;Naypyitaw;Normal;Female;Fashion accessories;62.18;10;31.09;652.89;31/01/2019;10:33:00;Ewallet;4761904762;31.09;6.0
565-91-4567;B;Mandalay;Normal;Male;Health and beauty;10.75;8;4.3;90.3;15/03/2019;14:38:00;Ewallet;4761904762;4.3;6.2
380-60-5336;A;Yangon;Normal;Female;Electronic accessories;40.26;10;20.13;422.73;24/02/2019;18:06:00;Credit card;4761904762;20.13;5.0
815-04-6282;C;Naypyitaw;Member;Female;Sports and travel;64.97;5;162425;3410925;08/02/2019;12:52:00;Credit card;4761904762;162425;6.5
674-56-6360;A;Yangon;Normal;Male;Electronic accessories;95.15;1;47575;999075;22/03/2019;14:00:00;Cash;4761904762;47575;6.0
778-34-2523;A;Yangon;Member;Female;Electronic accessories;48.62;8;19448;408408;24/01/2019;10:57:00;Cash;4761904762;19448;5.0
499-27-7781;B;Mandalay;Normal;Female;Food and beverages;53.21;8;21284;446964;14/03/2019;16:45:00;Ewallet;4761904762;21284;5.0
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories;45.44;7;15904;333984;23/01/2019;11:15:00;Cash;4761904762;15904;9.2
832-51-6761;A;Yangon;Normal;Male;Food and beverages;33.88;8;13552;284592;19/01/2019;20:29:00;Ewallet;4761904762;13552;9.6
869-11-3082;B;Mandalay;Member;Male;Health and beauty;96.16;4;19232;403872;27/01/2019;20:03:00;Credit card;4761904762;19232;8.4
190-59-3964;B;Mandalay;Member;Male;Food and beverages;47.16;5;11.79;247.59;03/02/2019;14:35:00;Credit card;4761904762;11.79;6.0
366-43-6862;B;Mandalay;Normal;Male;Electronic accessories;52.89;4;10578;222138;25/03/2019;16:32:00;Ewallet;4761904762;10578;6.7
186-43-8965;A;Yangon;Member;Female;Home and lifestyle;47.68;2;4768;100128;24/02/2019;10:10:00;Credit card;4761904762;4768;4.1
784-21-9238;C;Naypyitaw;Member;Male;Sports and travel;10.17;1;0.5085;106785;07/02/2019;14:15:00;Cash;4761904762;0.5085;5.9
276-75-6884;A;Yangon;Normal;Female;Health and beauty;68.71;3;103065;2164365;04/03/2019;10:05:00;Cash;4761904762;103065;8.7
109-86-4363;B;Mandalay;Member;Female;Sports and travel;60.08;7;21028;441588;14/02/2019;11:36:00;Credit card;4761904762;21028;4.5
569-76-2760;A;Yangon;Member;Female;Sports and travel;22.01;4;4402;92442;29/01/2019;18:15:00;Credit card;4761904762;4402;6.6
222-42-0244;B;Mandalay;Member;Female;Health and beauty;72.11;9;324495;6814395;28/01/2019;13:53:00;Credit card;4761904762;324495;7.7
760-53-9233;A;Yangon;Member;Male;Fashion accessories;41.28;3;6192;130032;26/03/2019;18:37:00;Credit card;4761904762;6192;8.5
538-22-0304;C;Naypyitaw;Normal;Male;Electronic accessories;64.95;10;32475;681975;24/03/2019;18:27:00;Cash;4761904762;32475;5.2
416-17-9926;A;Yangon;Member;Female;Electronic accessories;74.22;10;37.11;779.31;01/01/2019;14:42:00;Credit card;4761904762;37.11;4.3
237-44-6163;A;Yangon;Normal;Male;Electronic accessories;10.56;8;4224;88704;24/01/2019;17:43:00;Cash;4761904762;4224;7.6
636-17-0325;B;Mandalay;Normal;Male;Health and beauty;62.57;4;12514;262794;25/02/2019;18:37:00;Cash;4761904762;12514;9.5
343-75-9322;B;Mandalay;Member;Female;Sports and travel;11.85;8;4.74;99.54;09/01/2019;16:34:00;Cash;4761904762;4.74;4.1
528-14-9470;A;Yangon;Member;Male;Health and beauty;91.3;1;4565;95865;14/02/2019;14:42:00;Ewallet;4761904762;4565;9.2
427-45-9297;B;Mandalay;Member;Female;Home and lifestyle;40.73;7;142555;2993655;12/03/2019;11:01:00;Ewallet;4761904762;142555;5.4
807-34-3742;A;Yangon;Normal;Male;Fashion accessories;52.38;1;2619;54999;26/03/2019;19:44:00;Cash;4761904762;2619;5.8
288-62-1085;A;Yangon;Member;Male;Fashion accessories;38.54;5;9635;202335;09/01/2019;13:34:00;Ewallet;4761904762;9635;5.6
670-71-7306;B;Mandalay;Normal;Male;Sports and travel;44.63;6;13389;281169;02/01/2019;20:08:00;Credit card;4761904762;13389;5.1
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories;55.87;10;27935;586635;15/01/2019;15:01:00;Cash;4761904762;27935;5.8
271-77-8740;C;Naypyitaw;Member;Female;Sports and travel;29.22;6;8766;184086;01/01/2019;11:40:00;Ewallet;4761904762;8766;5.0
497-36-0989;A;Yangon;Normal;Male;Fashion accessories;51.94;3;7791;163611;15/02/2019;15:21:00;Cash;4761904762;7791;7.9
291-59-1384;B;Mandalay;Normal;Male;Electronic accessories;60.3;1;3015;63315;28/02/2019;17:38:00;Cash;4761904762;3015;6.0
860-73-6466;A;Yangon;Member;Female;Sports and travel;39.47;2;3947;82887;02/03/2019;16:16:00;Credit card;4761904762;3947;5.0
549-23-9016;C;Naypyitaw;Member;Female;Food and beverages;14.87;2;1487;31227;13/02/2019;18:15:00;Credit card;4761904762;1487;8.9
896-34-0956;A;Yangon;Normal;Male;Fashion accessories;21.32;1;1066;22386;26/01/2019;12:43:00;Cash;4761904762;1066;5.9
804-38-3935;A;Yangon;Member;Male;Electronic accessories;93.78;3;14067;295407;30/01/2019;11:32:00;Credit card;4761904762;14067;5.9
585-90-0249;A;Yangon;Member;Male;Electronic accessories;73.26;1;3663;76923;27/01/2019;18:08:00;Ewallet;4761904762;3663;9.7
862-29-5914;C;Naypyitaw;Normal;Female;Sports and travel;22.38;1;1119;23499;30/01/2019;17:08:00;Credit card;4761904762;1119;8.6
845-94-6841;C;Naypyitaw;Member;Female;Food and beverages;72.88;9;32796;688716;08/01/2019;19:38:00;Cash;4761904762;32796;4.0
125-45-2293;A;Yangon;Normal;Female;Fashion accessories;99.1;6;29.73;624.33;19/01/2019;13:11:00;Cash;4761904762;29.73;4.2
843-73-4724;A;Yangon;Normal;Male;Fashion accessories;74.1;1;3705;77805;25/01/2019;11:05:00;Cash;4761904762;3705;9.2
409-33-9708;A;Yangon;Normal;Female;Fashion accessories;98.48;2;9848;206808;19/02/2019;10:12:00;Ewallet;4761904762;9848;9.2
658-66-3967;C;Naypyitaw;Normal;Male;Health and beauty;53.19;7;186165;3909465;14/01/2019;15:42:00;Ewallet;4761904762;186165;5.0
866-70-2814;B;Mandalay;Normal;Female;Electronic accessories;52.79;10;26395;554295;25/02/2019;11:58:00;Ewallet;4761904762;26395;10.0
160-22-2687;A;Yangon;Member;Female;Health and beauty;95.95;5;239875;5037375;23/01/2019;14:21:00;Ewallet;4761904762;239875;8.8
895-03-6665;B;Mandalay;Normal;Female;Fashion accessories;36.51;9;164295;3450195;16/02/2019;10:52:00;Cash;4761904762;164295;4.2
770-42-8960;B;Mandalay;Normal;Male;Food and beverages;21.12;8;8448;177408;01/01/2019;19:31:00;Cash;4761904762;8448;6.3
748-45-2862;A;Yangon;Member;Female;Home and lifestyle;28.31;4;5662;118902;07/03/2019;18:35:00;Cash;4761904762;5662;8.2
234-36-2483;B;Mandalay;Normal;Male;Health and beauty;57.59;6;17277;362817;15/02/2019;13:51:00;Cash;4761904762;17277;5.1
316-66-3011;A;Yangon;Member;Female;Food and beverages;47.63;9;214335;4501035;23/01/2019;12:35:00;Cash;4761904762;214335;5.0
848-95-6252;C;Naypyitaw;Member;Female;Home and lifestyle;86.27;1;43135;905835;20/02/2019;13:24:00;Ewallet;4761904762;43135;7.0
840-76-5966;A;Yangon;Member;Male;Sports and travel;12.76;2;1276;26796;08/01/2019;18:06:00;Ewallet;4761904762;1276;7.8
152-03-4217;B;Mandalay;Normal;Female;Home and lifestyle;11.28;9;5076;106596;17/03/2019;11:55:00;Credit card;4761904762;5076;4.3
533-66-5566;B;Mandalay;Normal;Female;Home and lifestyle;51.07;7;178745;3753645;12/01/2019;11:42:00;Cash;4761904762;178745;7.0
124-31-1458;A;Yangon;Member;Female;Electronic accessories;79.59;3;119385;2507085;08/01/2019;14:30:00;Cash;4761904762;119385;6.6
176-78-1170;C;Naypyitaw;Member;Male;Health and beauty;33.81;3;50715;1065015;26/01/2019;15:11:00;Ewallet;4761904762;50715;7.3
361-59-0574;B;Mandalay;Member;Male;Sports and travel;90.53;8;36212;760452;15/03/2019;14:48:00;Credit card;4761904762;36212;6.5
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty;62.82;2;6282;131922;17/01/2019;12:36:00;Ewallet;4761904762;6282;4.9
631-34-1880;C;Naypyitaw;Member;Male;Food and beverages;24.31;3;36465;765765;08/01/2019;19:09:00;Credit card;4761904762;36465;4.3
852-82-2749;A;Yangon;Normal;Male;Sports and travel;64.59;4;12918;271278;06/01/2019;13:35:00;Ewallet;4761904762;12918;9.3
873-14-6353;A;Yangon;Member;Male;Food and beverages;24.82;7;8687;182427;16/02/2019;10:33:00;Credit card;4761904762;8687;7.1
584-66-4073;C;Naypyitaw;Normal;Male;Fashion accessories;56.5;1;2825;59325;13/03/2019;15:45:00;Ewallet;4761904762;2825;9.6
544-55-9589;B;Mandalay;Member;Female;Electronic accessories;21.43;10;10715;225015;28/01/2019;11:51:00;Cash;4761904762;10715;6.2
166-19-2553;A;Yangon;Member;Male;Sports and travel;89.06;6;26718;561078;18/01/2019;17:26:00;Cash;4761904762;26718;9.9
737-88-5876;A;Yangon;Member;Male;Home and lifestyle;23.29;4;4658;97818;19/03/2019;11:52:00;Credit card;4761904762;4658;5.9
154-87-7367;C;Naypyitaw;Normal;Male;Home and lifestyle;65.26;8;26104;548184;15/03/2019;14:04:00;Ewallet;4761904762;26104;6.3
885-56-0389;C;Naypyitaw;Member;Male;Fashion accessories;52.35;1;26175;549675;12/02/2019;17:49:00;Cash;4761904762;26175;4.0
608-05-3804;B;Mandalay;Member;Male;Electronic accessories;39.75;1;19875;417375;25/02/2019;20:19:00;Cash;4761904762;19875;6.1
448-61-3783;A;Yangon;Normal;Female;Electronic accessories;90.02;8;36008;756168;21/03/2019;16:08:00;Credit card;4761904762;36008;4.5
761-49-0439;B;Mandalay;Member;Female;Electronic accessories;12.1;8;4.84;101.64;19/01/2019;10:17:00;Ewallet;4761904762;4.84;8.6
490-95-0021;B;Mandalay;Member;Female;Food and beverages;33.21;10;16605;348705;08/01/2019;14:25:00;Ewallet;4761904762;16605;6.0
115-38-7388;C;Naypyitaw;Member;Female;Fashion accessories;10.18;8;4072;85512;30/03/2019;12:51:00;Credit card;4761904762;4072;9.5
311-13-6971;B;Mandalay;Member;Male;Sports and travel;31.99;10;15995;335895;20/02/2019;15:18:00;Credit card;4761904762;15995;9.9
291-55-6563;A;Yangon;Member;Female;Home and lifestyle;34.42;6;10326;216846;30/03/2019;12:45:00;Ewallet;4761904762;10326;7.5
548-48-3156;A;Yangon;Member;Female;Food and beverages;83.34;2;8334;175014;19/03/2019;13:37:00;Cash;4761904762;8334;7.6
460-93-5834;A;Yangon;Normal;Male;Sports and travel;45.58;7;15953;335013;13/01/2019;10:03:00;Cash;4761904762;15953;5.0
325-89-4209;A;Yangon;Member;Male;Food and beverages;87.9;1;4395;92295;05/02/2019;19:42:00;Ewallet;4761904762;4395;6.7
884-80-6021;A;Yangon;Member;Female;Electronic accessories;73.47;10;36735;771435;23/03/2019;13:14:00;Ewallet;4761904762;36735;9.5
137-74-8729;C;Naypyitaw;Normal;Female;Fashion accessories;12.19;8;4876;102396;13/03/2019;12:47:00;Ewallet;4761904762;4876;6.8
880-46-5796;A;Yangon;Member;Male;Sports and travel;76.92;10;38.46;807.66;17/03/2019;19:53:00;Ewallet;4761904762;38.46;5.6
389-70-2397;C;Naypyitaw;Normal;Female;Health and beauty;83.66;5;20915;439215;21/02/2019;10:26:00;Cash;4761904762;20915;7.2
114-35-5271;B;Mandalay;Normal;Female;Electronic accessories;57.91;8;23164;486444;07/02/2019;15:06:00;Cash;4761904762;23164;8.1
607-76-6216;C;Naypyitaw;Member;Female;Fashion accessories;92.49;5;231225;4855725;02/03/2019;16:35:00;Credit card;4761904762;231225;8.6
715-20-1673;B;Mandalay;Normal;Male;Electronic accessories;28.38;5;7095;148995;06/03/2019;20:57:00;Cash;4761904762;7095;9.4
811-35-1094;B;Mandalay;Member;Male;Electronic accessories;50.45;6;15135;317835;06/02/2019;15:16:00;Credit card;4761904762;15135;8.9
699-88-1972;B;Mandalay;Normal;Male;Health and beauty;99.16;8;39664;832944;28/01/2019;17:47:00;Credit card;4761904762;39664;4.2
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories;60.74;7;21259;446439;18/01/2019;16:23:00;Ewallet;4761904762;21259;5.0
409-49-6995;C;Naypyitaw;Member;Female;Food and beverages;47.27;6;14181;297801;05/02/2019;10:17:00;Cash;4761904762;14181;8.8
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty;85.6;7;29.96;629.16;02/03/2019;13:50:00;Cash;4761904762;29.96;5.3
146-09-5432;A;Yangon;Member;Male;Food and beverages;35.04;9;15768;331128;09/02/2019;19:17:00;Ewallet;4761904762;15768;4.6
377-79-7592;C;Naypyitaw;Member;Female;Electronic accessories;44.84;9;20178;423738;14/01/2019;14:00:00;Credit card;4761904762;20178;7.5
509-10-0516;B;Mandalay;Normal;Male;Home and lifestyle;45.97;4;9194;193074;09/02/2019;12:02:00;Ewallet;4761904762;9194;5.1
595-94-9924;A;Yangon;Member;Female;Health and beauty;27.73;5;69325;1455825;26/03/2019;20:21:00;Credit card;4761904762;69325;4.2
865-41-9075;A;Yangon;Normal;Male;Food and beverages;11.53;7;40355;847455;28/01/2019;17:35:00;Cash;4761904762;40355;8.1
545-07-8534;C;Naypyitaw;Normal;Female;Health and beauty;58.32;2;5832;122472;14/02/2019;12:42:00;Ewallet;4761904762;5832;6.0
118-62-1812;C;Naypyitaw;Member;Female;Home and lifestyle;78.38;4;15676;329196;24/03/2019;17:56:00;Cash;4761904762;15676;7.9
450-42-3339;C;Naypyitaw;Normal;Male;Health and beauty;84.61;10;42305;888405;09/02/2019;18:58:00;Credit card;4761904762;42305;8.8
851-98-3555;B;Mandalay;Normal;Female;Health and beauty;82.88;5;20.72;435.12;24/03/2019;14:08:00;Credit card;4761904762;20.72;6.6
186-71-5196;A;Yangon;Member;Female;Food and beverages;79.54;2;7954;167034;27/03/2019;16:30:00;Ewallet;4761904762;7954;6.2
624-01-8356;B;Mandalay;Normal;Female;Home and lifestyle;49.01;10;24505;514605;27/01/2019;10:44:00;Credit card;4761904762;24505;4.2
313-66-9943;B;Mandalay;Member;Female;Food and beverages;29.15;3;43725;918225;27/03/2019;20:29:00;Credit card;4761904762;43725;7.3
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories;56.13;4;11226;235746;19/01/2019;11:43:00;Ewallet;4761904762;11226;8.6
453-33-6436;A;Yangon;Normal;Female;Home and lifestyle;93.12;8;37248;782208;07/02/2019;10:09:00;Cash;4761904762;37248;6.8
522-57-8364;A;Yangon;Member;Male;Fashion accessories;51.34;8;20536;431256;31/01/2019;10:00:00;Ewallet;4761904762;20536;7.6
459-45-2396;A;Yangon;Member;Female;Food and beverages;99.6;3;14.94;313.74;25/02/2019;18:45:00;Cash;4761904762;14.94;5.8
717-96-4189;C;Naypyitaw;Normal;Female;Electronic accessories;35.49;6;10647;223587;02/02/2019;12:40:00;Cash;4761904762;10647;4.1
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel;42.85;1;21425;449925;14/03/2019;15:36:00;Credit card;4761904762;21425;9.3
749-81-8133;A;Yangon;Normal;Female;Fashion accessories;94.67;4;18934;397614;11/03/2019;12:04:00;Cash;4761904762;18934;6.8
777-67-2495;B;Mandalay;Normal;Male;Home and lifestyle;68.97;3;103455;2172555;22/02/2019;11:26:00;Ewallet;4761904762;103455;8.7
636-98-3364;B;Mandalay;Member;Female;Electronic accessories;26.26;3;3939;82719;02/03/2019;12:36:00;Ewallet;4761904762;3939;6.3
246-55-6923;C;Naypyitaw;Member;Female;Home and lifestyle;35.79;9;161055;3382155;10/03/2019;15:06:00;Credit card;4761904762;161055;5.1
181-82-6255;B;Mandalay;Normal;Female;Home and lifestyle;16.37;6;4911;103131;08/02/2019;10:58:00;Cash;4761904762;4911;7.0
838-02-1821;C;Naypyitaw;Member;Female;Home and lifestyle;12.73;2;1273;26733;22/02/2019;12:10:00;Credit card;4761904762;1273;5.2
887-42-0517;C;Naypyitaw;Normal;Female;Sports and travel;83.14;7;29099;611079;10/01/2019;10:31:00;Credit card;4761904762;29099;6.6
457-12-0244;C;Naypyitaw;Member;Female;Sports and travel;35.22;6;10566;221886;14/03/2019;13:49:00;Ewallet;4761904762;10566;6.5
226-34-0034;B;Mandalay;Normal;Female;Electronic accessories;13.78;4;2756;57876;10/01/2019;11:10:00;Ewallet;4761904762;2756;9.0
321-49-7382;B;Mandalay;Member;Male;Sports and travel;88.31;1;44155;927255;15/02/2019;17:38:00;Credit card;4761904762;44155;5.2
397-25-8725;A;Yangon;Member;Female;Health and beauty;39.62;9;17829;374409;13/01/2019;17:54:00;Credit card;4761904762;17829;6.8
431-66-2305;B;Mandalay;Normal;Female;Electronic accessories;88.25;9;397125;8339625;15/02/2019;20:51:00;Credit card;4761904762;397125;7.6
825-94-5922;B;Mandalay;Normal;Male;Sports and travel;25.31;2;2531;53151;02/03/2019;19:26:00;Ewallet;4761904762;2531;7.2
641-62-7288;B;Mandalay;Normal;Male;Home and lifestyle;99.92;6;29976;629496;24/03/2019;13:33:00;Ewallet;4761904762;29976;7.1
756-93-1854;C;Naypyitaw;Member;Female;Fashion accessories;83.35;2;8335;175035;02/02/2019;14:05:00;Credit card;4761904762;8335;9.5
243-55-8457;A;Yangon;Normal;Female;Food and beverages;74.44;10;37.22;781.62;27/02/2019;11:40:00;Ewallet;4761904762;37.22;5.1
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty;64.08;7;22428;470988;20/01/2019;12:27:00;Ewallet;4761904762;22428;7.6
501-61-1753;B;Mandalay;Normal;Female;Home and lifestyle;63.15;6;18945;397845;03/01/2019;20:24:00;Ewallet;4761904762;18945;9.8
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle;85.72;3;12858;270018;24/01/2019;20:59:00;Ewallet;4761904762;12858;5.1
433-08-7822;C;Naypyitaw;Normal;Female;Health and beauty;78.89;7;276115;5798415;05/01/2019;19:48:00;Ewallet;4761904762;276115;7.5
361-85-2571;A;Yangon;Normal;Female;Sports and travel;89.48;5;22.37;469.77;30/03/2019;10:18:00;Cash;4761904762;22.37;7.4
131-70-8179;A;Yangon;Member;Female;Health and beauty;92.09;3;138135;2900835;17/02/2019;16:27:00;Cash;4761904762;138135;4.2
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages;57.29;6;17187;360927;21/03/2019;17:04:00;Ewallet;4761904762;17187;5.9
720-72-2436;A;Yangon;Normal;Male;Food and beverages;66.52;4;13304;279384;02/03/2019;18:14:00;Ewallet;4761904762;13304;6.9
702-83-5291;C;Naypyitaw;Member;Male;Fashion accessories;99.82;9;44919;943299;27/03/2019;10:43:00;Cash;4761904762;44919;6.6
809-69-9497;A;Yangon;Normal;Female;Home and lifestyle;45.68;10;22.84;479.64;19/01/2019;19:30:00;Ewallet;4761904762;22.84;5.7
449-16-6770;A;Yangon;Normal;Male;Health and beauty;50.79;5;126975;2666475;19/02/2019;14:53:00;Credit card;4761904762;126975;5.3
333-23-2632;A;Yangon;Member;Male;Health and beauty;10.08;7;3528;74088;28/03/2019;20:14:00;Cash;4761904762;3528;4.2
489-82-1237;A;Yangon;Normal;Female;Electronic accessories;93.88;7;32858;690018;05/01/2019;11:51:00;Credit card;4761904762;32858;7.3
859-97-6048;C;Naypyitaw;Member;Male;Electronic accessories;84.25;2;8425;176925;26/03/2019;14:13:00;Credit card;4761904762;8425;5.3
676-10-2200;B;Mandalay;Member;Male;Fashion accessories;53.78;1;2689;56469;03/02/2019;20:13:00;Ewallet;4761904762;2689;4.7
373-88-1424;C;Naypyitaw;Member;Male;Home and lifestyle;35.81;5;89525;1880025;06/02/2019;18:44:00;Ewallet;4761904762;89525;7.9
365-16-4334;B;Mandalay;Normal;Female;Food and beverages;26.43;8;10572;222012;24/02/2019;14:26:00;Ewallet;4761904762;10572;8.9
503-21-4385;B;Mandalay;Member;Male;Health and beauty;39.91;3;59865;1257165;21/02/2019;12:40:00;Ewallet;4761904762;59865;9.3
305-89-2768;B;Mandalay;Member;Female;Home and lifestyle;21.9;3;3285;68985;09/01/2019;18:43:00;Ewallet;4761904762;3285;4.7
574-80-1489;B;Mandalay;Member;Female;Food and beverages;62.85;4;12.57;263.97;25/02/2019;13:22:00;Ewallet;4761904762;12.57;8.7
784-08-0310;C;Naypyitaw;Member;Female;Food and beverages;21.04;4;4208;88368;13/01/2019;13:58:00;Cash;4761904762;4208;7.6
200-40-6154;B;Mandalay;Member;Male;Home and lifestyle;65.91;6;19773;415233;09/02/2019;11:45:00;Cash;4761904762;19773;5.7
846-10-0341;A;Yangon;Normal;Female;Fashion accessories;42.57;7;148995;3128895;06/01/2019;11:51:00;Cash;4761904762;148995;6.8
577-34-7579;C;Naypyitaw;Member;Male;Food and beverages;50.49;9;227205;4771305;10/01/2019;17:16:00;Cash;4761904762;227205;5.4
430-02-3888;B;Mandalay;Normal;Male;Electronic accessories;46.02;6;13806;289926;07/02/2019;15:55:00;Cash;4761904762;13806;7.1
867-47-1948;C;Naypyitaw;Normal;Female;Home and lifestyle;15.8;10;7.9;165.9;09/01/2019;12:07:00;Cash;4761904762;7.9;7.8
384-59-6655;A;Yangon;Member;Female;Food and beverages;98.66;9;44397;932337;19/02/2019;15:07:00;Cash;4761904762;44397;8.4
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories;91.98;1;4599;96579;18/03/2019;15:29:00;Cash;4761904762;4599;9.8
324-92-3863;A;Yangon;Member;Male;Electronic accessories;20.89;2;2089;43869;05/02/2019;18:45:00;Cash;4761904762;2089;9.8
593-08-5916;A;Yangon;Normal;Female;Fashion accessories;15.5;1;0.775;16275;19/03/2019;15:23:00;Credit card;4761904762;0.775;7.4
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories;96.82;3;14523;304983;30/03/2019;20:37:00;Cash;4761904762;14523;6.7
794-42-3736;B;Mandalay;Normal;Male;Food and beverages;33.33;2;3333;69993;26/01/2019;14:41:00;Credit card;4761904762;3333;6.4
